population,short.description,year,group,total,total.low.CI,total.high.CI,male,male.low.CI,male.high.CI,female,female.low.CI,female.high.CI,estimated.number,estimated.number.low.CI,estimated.number.high.CI
adults,Stroke,2013,55-64,1.7,1.2,2.3,2,1.2,3.2,1.3,0.8,2,9000,6000,12000
adults,Stroke,2013,65-74,5,3.5,6.8,6.1,3.9,9.5,3.9,2.4,5.8,18000,13000,25000
adults,Stroke,2013,75+,9.7,7.6,12.3,9.9,7.1,13.6,9.6,6.9,13.3,26000,21000,33000
adults,Stroke,2013,Maori,1.6,1.1,2.3,1.6,0.8,2.7,1.6,0.9,2.6,7000,5000,10000
adults,Stroke,2013,Pacific,0.6,0.1,2.1,0.1,0,0.6,1.1,0.1,4.2,1000,0,4000
adults,Stroke,2013,Asian,1,0.4,1.9,1,0.4,2.2,0.9,0.1,2.9,4000,2000,8000
adults,Stroke,2013,European/Other,1.9,1.6,2.2,2,1.6,2.6,1.7,1.4,2.1,52000,43000,62000
adults,Stroke,2013,Quintile 1,1.6,0.8,3,1.8,0.8,3.3,1.4,0.5,3.3,12000,5000,22000
adults,Stroke,2013,Quintile 2,1.2,0.7,1.9,1.3,0.6,2.7,1.1,0.5,2.1,9000,5000,14000
adults,Stroke,2013,Quintile 3,1.6,1.1,2.3,1.7,1,2.8,1.5,0.9,2.4,12000,8000,17000
adults,Stroke,2013,Quintile 4,2.1,1.6,2.8,2.1,1.1,3.5,2.2,1.5,3.1,15000,11000,20000
adults,Stroke,2013,Quintile 5,2.2,1.7,2.9,2.5,1.6,3.8,1.9,1.3,2.7,15000,11000,19000
adults,Stroke,2014,Total,1.6,1.4,1.9,1.6,1.2,2,1.7,1.4,2.1,59000,50000,70000
adults,Stroke,2014,15-24,0.4,0.1,1.2,0.1,0,0.6,0.7,0.1,2.5,2000,0,8000
adults,Stroke,2014,25-34,0.1,0,0.3,0.1,0,0.6,0.1,0,0.4,1000,0,2000
adults,Stroke,2014,35-44,0.5,0.2,1,0.5,0.1,1.3,0.5,0.1,1.6,3000,1000,6000
adults,Stroke,2014,45-54,1.2,0.6,2.1,1.1,0.2,3,1.3,0.6,2.3,7000,4000,13000
adults,Stroke,2014,55-64,1.9,1.3,2.6,2.2,1.2,3.6,1.6,0.9,2.5,10000,7000,14000
adults,Stroke,2014,65-74,3.4,2.5,4.5,3.3,2.2,4.9,3.4,2.2,5.1,13000,10000,17000
adults,Stroke,2014,75+,8.2,6.1,11,8.6,5,14.2,7.9,5.8,10.7,23000,17000,31000
adults,Stroke,2014,Maori,1.3,1,1.8,0.9,0.5,1.5,1.7,1.1,2.5,6000,5000,9000
adults,Stroke,2014,Pacific,0.9,0.4,1.7,1.2,0.4,2.6,0.7,0.1,1.9,2000,1000,3000
adults,Stroke,2014,Asian,0.7,0.2,1.9,0.6,0.2,1.7,0.7,0,3.6,3000,1000,8000
adults,Stroke,2014,European/Other,1.8,1.5,2.2,1.7,1.3,2.4,1.8,1.5,2.3,51000,42000,61000
adults,Stroke,2014,Quintile 1,1.6,1,2.4,1.8,0.9,3.2,1.3,0.6,2.3,12000,7000,18000
adults,Stroke,2014,Quintile 2,1.2,0.7,1.8,0.9,0.4,1.6,1.4,0.7,2.7,9000,5000,14000
adults,Stroke,2014,Quintile 3,1.7,1,2.7,1.8,0.7,3.9,1.6,0.9,2.6,13000,7000,21000
adults,Stroke,2014,Quintile 4,1.8,1.1,2.6,1.2,0.6,2.2,2.2,1.2,3.6,13000,8000,19000
adults,Stroke,2014,Quintile 5,1.9,1.5,2.4,2,1.3,2.9,1.9,1.2,2.7,13000,11000,17000
adults,Stroke,2015,Total,1.5,1.3,1.8,1.7,1.4,2.1,1.3,1.1,1.6,57000,49000,66000
adults,Stroke,2015,15-24,0.1,0,0.5,0.2,0,1,0.1,0,0.3,1000,0,3000
adults,Stroke,2015,25-34,0.1,0,0.3,0.1,0,0.5,0.1,0,0.3,1000,0,2000
adults,Stroke,2015,35-44,0.3,0.1,0.7,0.4,0.1,1.1,0.3,0.1,0.7,2000,1000,4000
adults,Stroke,2015,45-54,1.3,0.7,2,1.6,0.8,2.9,0.9,0.4,2,8000,5000,13000
adults,Stroke,2015,55-64,2,1.4,2.7,2.5,1.5,3.8,1.5,0.9,2.5,11000,8000,15000
adults,Stroke,2015,65-74,3.4,2.6,4.4,3.7,2.4,5.5,3.1,2.1,4.3,14000,10000,17000
adults,Stroke,2015,75+,7.3,5.6,9.5,8.5,6,11.8,6.4,4.6,8.9,21000,16000,28000
adults,Stroke,2015,Maori,1.8,1.3,2.6,1.3,0.7,2.2,2.3,1.4,3.7,9000,6000,13000
adults,Stroke,2015,Pacific,2.1,1.2,3.5,2.6,1.1,5,1.7,0.5,4.1,5000,3000,8000
adults,Stroke,2015,Asian,0.5,0.2,0.9,0.6,0.3,1.3,0.3,0,1.1,2000,1000,4000
adults,Stroke,2015,European/Other,1.6,1.4,1.9,1.9,1.5,2.3,1.3,1.1,1.6,46000,39000,54000
adults,Stroke,2015,Quintile 1,1.5,0.9,2.4,2.2,1.3,3.4,0.8,0.3,1.9,11000,7000,18000
adults,Stroke,2015,Quintile 2,1.3,0.8,1.9,1.5,0.8,2.5,1,0.6,1.7,10000,6000,14000
adults,Stroke,2015,Quintile 3,0.9,0.6,1.4,1.1,0.6,1.7,0.8,0.4,1.5,7000,5000,11000
adults,Stroke,2015,Quintile 4,1.9,1.4,2.4,1.8,1.1,2.7,1.9,1.3,2.7,14000,11000,18000
adults,Stroke,2015,Quintile 5,2.1,1.6,2.7,2.2,1.5,3.2,1.9,1.3,2.9,15000,11000,19000
adults,Stroke,2016,Total,1.5,1.3,1.7,1.7,1.4,2,1.3,1,1.5,57000,50000,65000
adults,Stroke,2016,15-24,0,0,0.1,0,0,0.5,0,0,0.2,0,0,1000
adults,Stroke,2016,25-34,0.1,0,0.3,0.1,0,0.5,0.1,0,0.3,0,0,2000
adults,Stroke,2016,35-44,0.4,0.2,0.8,0.3,0.1,0.8,0.5,0.2,1.2,2000,1000,5000
adults,Stroke,2016,45-54,0.7,0.4,1.2,0.9,0.3,2.1,0.5,0.2,1,4000,2000,8000
adults,Stroke,2016,55-64,2.1,1.5,2.9,2.5,1.5,3.7,1.8,1,3,12000,9000,16000
adults,Stroke,2016,65-74,3.4,2.5,4.6,3.5,2.3,5.1,3.4,2.1,5.1,14000,10000,19000
adults,Stroke,2016,75+,7.9,6.4,9.6,11,8.4,14.2,5.4,3.9,7.4,24000,19000,29000
adults,Stroke,2016,Maori,1.9,1.5,2.5,1.6,1,2.3,2.3,1.6,3.2,10000,7000,12000
adults,Stroke,2016,Pacific,0.9,0.4,1.8,0.9,0.2,2.5,0.9,0.2,2.3,2000,1000,4000
adults,Stroke,2016,Asian,0.2,0,0.6,0.2,0,0.7,0.3,0,1.1,1000,0,3000
adults,Stroke,2016,European/Other,1.7,1.4,1.9,2,1.6,2.4,1.3,1.1,1.7,48000,42000,56000
adults,Stroke,2016,Quintile 1,1,0.6,1.7,1.3,0.6,2.3,0.8,0.3,1.8,8000,5000,13000
adults,Stroke,2016,Quintile 2,1.1,0.7,1.5,1.3,0.8,2.1,0.8,0.4,1.4,8000,6000,12000
adults,Stroke,2016,Quintile 3,1.4,0.9,2,1.5,0.9,2.4,1.2,0.7,2.1,11000,7000,15000
adults,Stroke,2016,Quintile 4,2,1.5,2.6,2.3,1.6,3.3,1.7,1.1,2.5,16000,12000,20000
adults,Stroke,2016,Quintile 5,2,1.6,2.5,2.2,1.5,3.1,1.8,1.3,2.4,15000,11000,18000
adults,Mean systolic blood pressure (mmHg),2012,Total,124.6,124.1,125,128.4,127.9,129,121,120.4,121.5,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,15-24,114.8,114,115.6,120.6,119.5,121.7,109,107.9,110.1,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,25-34,116.9,116.1,117.6,123.4,122.2,124.7,110.9,110,111.8,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,35-44,120.3,119.5,121.2,125.4,124.2,126.6,115.7,114.6,116.8,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,45-54,126.4,125.3,127.5,130.7,129.1,132.2,122.5,121.1,124,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,55-64,132.4,131,133.7,135.3,133.3,137.3,129.6,128,131.2,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,65-74,135.4,134.3,136.6,135.9,134.4,137.4,135,133.2,136.8,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,75+,139.4,137.6,141.2,137.3,134.9,139.6,140.9,138.6,143.3,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,Maori,124.5,123.6,125.5,128.5,127.1,130,121.1,119.9,122.2,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,Pacific,122.6,120.7,124.6,127.3,125.2,129.4,118.4,115.8,121.1,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,Asian,118.9,117.5,120.4,125.6,123.6,127.5,112.1,110.2,113.9,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,European/Other,125.3,124.8,125.8,128.9,128.3,129.5,122,121.3,122.7,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,Quintile 1,124.7,123.3,126.1,129.3,127.6,131.1,120.4,118.7,122.1,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,Quintile 2,124,122.8,125.3,127.2,125.8,128.6,121,119.3,122.7,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,Quintile 3,124.6,123.5,125.8,128.7,127.6,129.9,120.8,119,122.6,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,Quintile 4,124.1,122.8,125.3,127.4,126,128.8,121.1,119.6,122.6,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2012,Quintile 5,125.4,124.3,126.4,129.8,128.2,131.4,121.7,120.4,123,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,Total,125.9,125.4,126.3,129.6,129,130.2,122.3,121.7,123,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,15-24,115.8,115,116.6,121.1,120,122.3,110.3,109.2,111.4,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,25-34,117.8,116.9,118.6,124.6,123.4,125.7,111.4,110.3,112.4,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,35-44,121.2,120.4,122,127.1,126,128.1,116,114.9,117.1,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,45-54,127.8,126.8,128.9,131.2,129.8,132.5,124.7,123.4,126.1,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,55-64,133.3,132,134.5,135.6,133.8,137.4,131,129.4,132.6,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,65-74,137.6,136.3,138.9,138.8,136.9,140.8,136.3,134.6,138.1,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,75+,142.1,140.2,144,140.3,138,142.6,143.4,140.4,146.4,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,Maori,124.5,123.6,125.4,128.9,127.6,130.3,120.6,119.5,121.7,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,Pacific,124,122.1,125.9,127.8,125.3,130.2,120.4,117.9,122.8,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,Asian,119.7,118.4,121.1,124.4,122.6,126.3,115.2,113.3,117,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,European/Other,126.9,126.4,127.4,130.5,129.8,131.2,123.5,122.8,124.2,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,Quintile 1,126.7,125.4,127.9,129.7,127.7,131.7,123.9,122,125.8,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,Quintile 2,126,124.8,127.2,130.4,128.9,131.9,121.6,120.1,123.1,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,Quintile 3,125.5,124.4,126.6,129.4,127.9,130.8,121.9,120.2,123.5,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,Quintile 4,125.6,124.6,126.6,129,127.6,130.4,122.5,121.3,123.8,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2013,Quintile 5,125.5,124.4,126.6,129.7,128.3,131,121.8,120.4,123.2,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,Total,124.9,124.5,125.3,129,128.5,129.6,121,120.5,121.5,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,15-24,116.7,115.9,117.5,122.7,121.5,123.9,110.4,109.4,111.5,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,25-34,118.6,117.8,119.4,125.2,124.2,126.3,112.2,111.1,113.4,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,35-44,120.4,119.5,121.2,125.6,124.5,126.7,115.6,114.5,116.7,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,45-54,125.7,124.8,126.6,129.9,128.7,131.2,121.8,120.5,123,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,55-64,131.7,130.5,132.8,135.4,133.7,137.1,128.2,126.8,129.5,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,65-74,134.8,133.7,136,135.4,133.4,137.4,134.3,132.7,135.9,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,75+,138.7,136.9,140.6,137.7,135.4,139.9,139.5,137.3,141.8,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,Maori,124,123.1,124.9,128.1,127,129.1,120.3,118.9,121.8,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,Pacific,122.2,120.9,123.6,126.5,124.7,128.3,118.6,116.7,120.4,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,Asian,120.2,118.9,121.5,126.2,124.8,127.6,114.3,112.6,116,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,European/Other,125.7,125.2,126.2,129.5,128.9,130.2,122,121.4,122.7,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,Quintile 1,125.5,124.1,126.9,129.4,128,130.9,121.1,119.3,122.9,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,Quintile 2,124.7,123.8,125.5,128.9,127.6,130.3,120.7,119.2,122.2,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,Quintile 3,125.3,123.9,126.6,129.2,127.7,130.7,121.6,119.7,123.4,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,Quintile 4,124.4,123.3,125.4,128.5,127.3,129.7,120.8,119.3,122.3,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2014,Quintile 5,124.8,123.9,125.6,128.9,127.9,130,120.8,119.7,122,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,Total,124.6,124.1,125,128.2,127.6,128.8,121.1,120.6,121.7,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,15-24,116.3,115.5,117.2,121.3,120.2,122.4,111,109.9,112,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,25-34,117.5,116.8,118.1,123.7,122.8,124.7,111.4,110.7,112.2,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,35-44,119.9,119.2,120.6,126,124.8,127.1,114.4,113.6,115.1,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,45-54,125.9,124.9,126.9,128.8,127.4,130.2,123.1,121.7,124.5,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,55-64,131.1,130.1,132.1,133.1,131.6,134.7,129.1,127.7,130.6,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,65-74,135.3,134,136.5,136.9,135.2,138.5,133.7,132.1,135.4,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,75+,138.5,137.1,139.9,137.6,135,140.2,139.2,137.5,140.9,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,Maori,124.4,123.5,125.3,128.7,127.5,130,120.4,119.2,121.7,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,Pacific,123.6,122.2,125.1,128.3,126.5,130.2,119.8,117.5,122,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,Asian,120.2,118.8,121.5,125.1,123.3,126.8,115.1,113.4,116.8,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,European/Other,125.1,124.6,125.6,128.4,127.8,129.1,122,121.4,122.5,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,Quintile 1,123.4,122,124.9,126.8,125.3,128.3,120,118.2,121.9,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,Quintile 2,124,122.9,125,127.5,126,128.9,120.5,119.3,121.7,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,Quintile 3,125,123.8,126.3,128.4,127.2,129.6,121.5,119.9,123.1,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,Quintile 4,125.9,124.8,127,129.3,128,130.7,123,121.6,124.5,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2015,Quintile 5,124.5,123.5,125.5,129,127.9,130.2,120.4,119.2,121.5,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,Total,124.3,124,124.7,127.9,127.4,128.5,120.9,120.4,121.4,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,15-24,114.7,113.9,115.5,119.8,118.6,120.9,109.3,108.1,110.4,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,25-34,116.9,116.2,117.6,123.1,122,124.2,110.8,109.7,111.8,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,35-44,120.5,119.6,121.3,125.9,124.9,126.9,115.4,114.2,116.6,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,45-54,126.8,125.7,128,130.6,129.2,131.9,123.4,121.8,124.9,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,55-64,131.1,130.1,132,133.6,132.2,135,128.7,127.4,130,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,65-74,134,132.7,135.2,135,133.4,136.7,132.9,131.1,134.8,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,75+,138.9,137.6,140.3,137.2,135.1,139.4,140.3,138.4,142.1,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,Maori,122.9,122,123.8,126.8,125.6,128,119.4,118.2,120.6,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,Pacific,123.4,121.7,125.1,126.1,124.1,128.1,120.8,118.3,123.3,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,Asian,119.8,118.5,121.1,123.9,122.6,125.3,115.2,113.2,117.1,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,European/Other,125.1,124.6,125.5,128.6,128,129.2,121.7,121.1,122.3,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,Quintile 1,123.5,122.4,124.6,128.7,127.4,130,118.6,117.1,120.1,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,Quintile 2,124.2,123.1,125.3,127.7,126.1,129.3,120.6,119.2,122,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,Quintile 3,124.2,123.1,125.3,127.6,126.2,129,120.9,119.4,122.4,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,Quintile 4,125.1,124.3,126,127.5,126.4,128.6,122.9,121.7,124,NA,NA,NA
adults,Mean systolic blood pressure (mmHg),2016,Quintile 5,124.7,123.8,125.6,128.2,127.3,129.2,121.6,120.3,123,NA,NA,NA
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,Total,13.5,11.9,15.2,15,12.7,17.7,11.9,9.9,14.3,85000,75000,97000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,15-17,31.8,17.5,50.6,NA,NA,NA,NA,NA,NA,5000,3000,8000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,18-24,23.1,18.2,28.8,30.2,21.4,40.7,17.2,11.4,25,27000,21000,34000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,15-24,24.1,19.6,29.3,29.9,22.1,39.1,19,13.3,26.3,32000,26000,39000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,25-34,12.6,9.6,16.4,16.6,11.8,22.8,8,5.3,12.1,19000,14000,25000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,35-44,13.9,10.9,17.6,12.1,8.3,17.4,15.4,11.3,20.5,18000,14000,23000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,45-54,6.6,4.7,9.3,6.1,3.6,10.4,7.1,4.6,10.9,7000,5000,10000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,55-64,7.1,4.7,10.6,5.9,3.1,11,8.7,5.3,13.9,5000,3000,8000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,65-74,10.4,4.6,21.6,13.6,5.5,29.8,6.1,1.4,23,3000,1000,7000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,75+,6.9,2.4,18,NA,NA,NA,4.1,0.1,22.5,1000,0,2000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,Maori,20.3,17,24,23.6,17.7,30.7,17.8,14.1,22.3,36000,30000,43000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,Pacific,21.6,14.7,30.5,31.6,20.2,45.7,12.3,7.3,19.9,11000,8000,16000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,Asian,9.5,4,20.8,7.7,2.5,21.2,NA,NA,NA,3000,1000,7000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,European/Other,11.5,9.9,13.4,12.8,10.4,15.7,10.2,7.9,13.1,52000,45000,61000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,Quintile 1,6.9,3.7,12.5,7,3.3,14.4,6.9,2.5,17.4,5000,3000,9000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,Quintile 2,9.3,5.6,15.2,10.5,5.4,19.6,7.9,4.2,14.3,9000,5000,14000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,Quintile 3,11.9,8.2,16.8,13.6,9,20.1,10,5.3,17.9,15000,10000,21000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,Quintile 4,13.7,10.6,17.5,15.7,10.4,22.9,11.8,8.3,16.6,21000,16000,27000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2011,Quintile 5,19.2,15.9,23,22.5,17.5,28.4,16.5,13,20.7,35000,29000,42000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,Total,12.4,11.1,13.9,13.1,10.9,15.7,11.6,9.9,13.6,77000,69000,86000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,15-17,33,17.6,53.1,NA,NA,NA,NA,NA,NA,5000,3000,8000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,18-24,25.8,20.8,31.6,29.9,21.9,39.3,21.8,15.1,30.5,27000,22000,33000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,15-24,26.7,21.9,32.2,29.9,22.6,38.3,23.5,17.2,31.1,32000,26000,39000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,25-34,11.4,8.2,15.6,12.4,8,18.8,10.3,6.9,14.9,15000,11000,21000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,35-44,10.1,7.7,13.1,7.4,4.8,11.4,13.4,9.4,18.9,13000,10000,16000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,45-54,7.6,5.5,10.5,9.5,5.7,15.4,5.9,3.6,9.6,10000,7000,13000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,55-64,6.7,3.8,11.7,7.4,3,17,6.1,3,12,5000,3000,9000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,65-74,5.6,2.3,12.9,4.8,0.6,16.2,6.4,2.7,14.5,2000,1000,4000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,75+,5.9,1.7,18.6,6.7,0.8,39.5,5.2,1.2,19.9,1000,0,2000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,Maori,18,14.9,21.6,20.3,15.1,26.8,16.3,12.8,20.5,32000,26000,38000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,Pacific,13.5,8.7,20.3,15.2,8.2,26.2,11.9,7.3,18.7,6000,4000,10000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,Asian,11.1,5,22.7,12.2,5.1,26.5,NA,NA,NA,4000,2000,9000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,European/Other,11.5,9.9,13.3,12.5,9.8,15.7,10.4,8.3,13.1,48000,41000,56000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,Quintile 1,6.7,3.4,13,5.1,1.8,13.6,9.1,3.4,22.5,5000,3000,10000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,Quintile 2,8.9,5.4,14.2,9.7,4.9,18.5,7.7,3.4,16.7,8000,5000,13000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,Quintile 3,14,10.3,18.8,17.1,11.6,24.6,10.3,6.2,16.6,16000,12000,21000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,Quintile 4,12.1,9.7,14.9,15.4,11.3,20.6,8.9,5.8,13.5,17000,14000,21000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2012,Quintile 5,15.6,12.9,18.7,14.9,10.4,21.1,16.1,13.1,19.8,31000,26000,37000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,Total,14.5,12.7,16.5,15.1,12.5,18.1,13.8,11.5,16.4,90000,79000,102000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,15-17,38.1,21,58.7,NA,NA,NA,NA,NA,NA,6000,3000,9000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,18-24,28.3,22.5,35,28.1,19.8,38.2,28.7,20.3,38.7,30000,24000,37000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,15-24,29.6,24.3,35.6,29.4,21.8,38.2,30,21.9,39.5,36000,29000,43000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,25-34,14.9,11.3,19.5,17.9,12.6,24.9,11.5,7.6,16.9,22000,16000,28000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,35-44,11.4,8.4,15.1,8.8,5.2,14.6,13.8,9.5,19.7,12000,9000,16000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,45-54,10.7,7.5,14.9,11.7,7.7,17.5,9.5,5.2,16.7,14000,10000,20000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,55-64,5.9,3.8,9.1,4.6,1.9,9.2,7.4,4.3,12.5,4000,3000,6000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,65-74,4.2,1.7,8.3,4.1,1.1,10.5,4.3,1,11.2,1000,1000,3000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,75+,2.2,0.2,8.7,NA,NA,NA,3.9,0.3,16.1,0,0,1000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,Maori,20.2,17.2,23.7,21.7,17,27.3,19,15.1,23.7,38000,33000,45000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,Pacific,16.2,10.7,23.8,14.5,7.4,26.4,18.4,11.1,29.1,8000,5000,11000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,Asian,4.1,0.8,11.8,4.9,1,14,NA,NA,NA,1000,0,4000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,European/Other,13,10.8,15.6,14,10.8,18,12,9.3,15.3,55000,46000,65000
adults,Mostly smoke both manufactured and roll-your own cigarettes,2013,Quintile 1,11.6,6,21.4,15.1,6.7,30.5,6.6,2.5,16.3,6000,3000,11000
